,0
auc,0.6847110401323201
gini,0.3694220802646402
ks,0.27280841636700304
lift10,2.3284437700219187
precision,0.18322556284514088
recall,0.6545270612038442
f1,0.2863042997271185
n_train,204277.0
n_test,51070.0
